"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","9999.99977648258","3000000","2059999.94277954","3109999.89509583","5380000.11444092","3599999.90463257","3279999.97138977","5500000","9039999.96185303","4949999.80926514","3369999.88555908","2359999.89509583","2950000.04768372","5050000.19073486","5559999.94277954","8449999.80926514","4340000.15258789","4610000.1335144","7230000.01907349","4670000.07629395","3000000","4159999.84741211","2269999.98092651","3869999.88555908","4349999.90463257","9979999.54223633","10840000.1525879","9880000.11444092","8579999.92370605","13510000.2288818","5630000.11444092","1899999.97615814","8060000.4196167","3279999.97138977","4989999.77111816","6070000.17166138","4260000.22888184","19659999.8474121","15420000.0762939","2089999.91416931","1590000.0333786","2549999.95231628","1490000.00953674","59999.9986588955","9920000.07629395","16780000.6866455","",
"Australia","AUS","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300000.011920929","7429999.82833862","23870000.8392334","149039993.286133","119540000.915527","96360000.6103516","184059997.558594","120360000.610352","171000000","140610000.610352","230910003.662109","350809997.558594","302029998.779297","175830001.831055","210399993.896484","203850006.103516","213309997.558594","225100006.103516","217580001.831055","156479995.727539","287769989.013672","286790008.544922","-70830001.8310547","216740005.493164","69580001.8310547","79430000.3051758","123529998.779297","83970001.2207031","",
"Burundi","BDI","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","7530000.20980835","7190000.05722046","11069999.6948242","6159999.84741211","8090000.15258789","4860000.1335144","8930000.30517578","10409999.8474121","12970000.2670288","14930000.3051758","17670000.0762939","21680000.3051758","25760000.2288818","26860000.6103516","37349998.4741211","47470001.2207031","43799999.2370605","47639999.3896484","73910003.6621094","94339996.3378906","115949996.948242","120650001.525879","125400001.525879","137610000.610352","137669998.168945","137160003.662109","191309997.558594","196619995.117188","200500000","206240005.493164","262549987.792969","256399993.896484","309279998.779297","216949996.948242","311109985.351563","286950012.207031","110519996.643066","56400001.5258789","68750000","75099998.4741211","93309997.5585938","139250000","171910003.662109","227600006.103516","358820007.324219","365579986.572266","432019989.013672","504549987.792969","520429992.675781","575750000","627609985.351563","572239990.234375","524169982.910156","558830017.089844","515400024.414063","366559997.558594","742640014.648438","435820007.324219","449829986.572266","",
"Belgium","BEL","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","19999.9995529652","1480000.01907349","3750000","4260000.22888184","18069999.6948242","17879999.1607666","14920000.0762939","16270000.4577637","13140000.3433228","13140000.3433228","14739999.7711182","28979999.5422363","20040000.9155273","26479999.5422363","33069999.6948242","54110000.6103516","50750000","48819999.6948242","60340000.1525879","84610000.6103516","88230003.3569336","81239997.8637695","79699996.9482422","84930000.3051758","75029998.7792969","93910003.6621094","134669998.168945","133699996.948242","157970001.220703","267869995.117188","266880004.882813","265660003.662109","269040008.544922","287760009.765625","256380004.882813","280559997.558594","288290008.544922","221149993.896484","205229995.727539","212440002.441406","244770004.272461","280420013.427734","221539993.286133","301989990.234375","391790008.544922","349079986.572266","400309997.558594","475290008.544922","636719970.703125","677559997.558594","689270019.53125","672609985.351563","507880004.882813","660200012.207031","599320007.324219","436630004.882813","500720001.220703","680000000","570270019.53125","",
"Burkina Faso","BFA","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","200000.002980232","1350000.02384186","4429999.82833862","4139999.8664856","15399999.6185303","17270000.4577637","16860000.6103516","19620000.8392334","22809999.4659424","24000000","21989999.7711182","28790000.9155273","34319999.6948242","56900001.5258789","96319999.6948242","88500000","79870002.746582","109069999.694824","156880004.882813","196160003.662109","209960006.713867","214830001.831055","210190002.441406","181139999.389648","182979995.727539","188490005.493164","268910003.662109","268179992.675781","286779998.779297","265279998.779297","326529998.779297","419649993.896484","433380004.882813","468989990.234375","433100006.103516","490450012.207031","419239990.234375","369109985.351563","400119995.117188","398760009.765625","179779998.779297","390940002.441406","440269989.013672","540840026.855469","647380004.882813","698190002.441406","900549987.792969","942719970.703125","1000380004.88281","1083699951.17188","1044619995.11719","981979980.46875","1152319946.28906","1045079956.05469","1123359985.35156","998390014.648438","1029479980.46875","891609985.351563","1110579956.05469","",
"Bangladesh","BGD","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","15359999.6566772","223759994.506836","421470001.220703","531390014.648438","1055180053.71094","491809997.558594","772419982.910156","958719970.703125","1122180053.71094","1229310058.59375","1054290039.0625","1304069946.28906","993260009.765625","1109040039.0625","982750000","1287989990.23438","1619000000","1392609985.35156","1482660034.17969","1788900024.41406","1612219970.70313","1498650024.41406","1165369995.11719","1384750000","1033109985.35156","964880004.882813","863150024.414063","979549987.792969","1005429992.67578","976340026.855469","918450012.207031","807400024.414063","1301790039.0625","1421300048.82813","1251619995.11719","1027819946.28906","1308520019.53125","1765829956.05469","1082760009.76563","1327329956.05469","1437520019.53125","2154050048.82813","2633590087.89063","2422639892.57813","2592909912.10938","2532669921.875","3781679931.64063","3040219970.70313","",
"Bulgaria","BGR","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrain","BHR","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","39999.9991059303","939999.997615814","1350000.02384186","639999.985694885","579999.983310699","879999.995231628","9710000.03814697","50000.0007450581","200000.002980232","140000.000596046","949999.988079071","4699999.80926514","2839999.91416931","14239999.7711182","37689998.626709","25860000.6103516","163160003.662109","47959999.0844727","83959999.0844727","135289993.286133","206529998.779297","197160003.662109","156000000","255330001.831055","211220001.220703","74059997.5585938","99510002.1362305","8840000.15258789","-2609999.89509583","-1759999.99046326","137500000","94699996.9482422","80110000.6103516","111430000.305176","95790000.9155273","99870002.746582","132320007.324219","150279998.779297","199720001.220703","61880001.0681152","60430000.3051758","70809997.5585938","61580001.8310547","131770004.272461","58220001.2207031","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","-39999.9991059303","","","19999.9995529652","59999.9986588955","70000.0002980232","50000.0007450581","689999.997615814","50000.0007450581","70000.0002980232","79999.9982118607","250000","1220000.02861023","479999.989271164","519999.980926514","660000.026226044","589999.973773956","469999.998807907","779999.971389771","889999.985694885","1419999.95708466","1389999.98569489","1320000.05245209","889999.985694885","10039999.961853","699999.988079071","1639999.98569489","639999.985694885","1419999.95708466","3920000.07629395","3150000.09536743","2759999.99046326","2829999.92370605","1159999.9666214","1000000","4389999.8664856","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9999.99977648258","9999.99977648258","9999.99977648258","15689999.5803833","70239997.8637695","408570007.324219","965799987.792969","851809997.558594","862049987.792969","914969970.703125","1286239990.23438","737929992.675781","640080017.089844","555780029.296875","541919982.910156","686090026.855469","539890014.648438","536840026.855469","599099975.585938","465010009.765625","417339996.337891","511179992.675781","625780029.296875","568020019.53125","521210021.972656","630200012.207031","356390014.648438","446119995.117188","440540008.544922","351559997.558594","",
"Belarus","BLR","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58009998.3215332","74760002.1362305","85430000.3051758","111139999.389648","98220001.2207031","136259994.506836","119800003.051758","102870002.746582","107139999.389648","120610000.610352","104580001.831055","-22309999.4659424","-250169998.168945","117010002.13623","",
"Belize","BLZ","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","1820000.05245209","2819999.9332428","5519999.98092651","4059999.94277954","1549999.95231628","2130000.11444092","2579999.92370605","5840000.15258789","5519999.98092651","6840000.15258789","5949999.80926514","5070000.17166138","4010000.22888184","4670000.07629395","6219999.79019165","8710000.03814697","11630000.1144409","9529999.73297119","18219999.3133545","20719999.3133545","14500000","11310000.4196167","12029999.7329712","15060000.4196167","13899999.6185303","21930000.3051758","24059999.4659424","23479999.5422363","25010000.2288818","28520000.4577637","30319999.6948242","21770000.4577637","26159999.8474121","31110000.6103516","32169998.1689453","18829999.9237061","21030000.6866455","13770000.4577637","14520000.4577637","47400001.5258789","16149999.6185303","22489999.7711182","23280000.6866455","12680000.3051758","6699999.80926514","11720000.2670288","7730000.01907349","21280000.6866455","23370000.8392334","26239999.7711182","24200000.7629395","20989999.7711182","26209999.0844727","51270000.4577637","37560001.373291","28270000.4577637","34959999.0844727","34080001.8310547","33360000.6103516","",
"Bermuda","BMU","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","9999.99977648258","50000.0007450581","59999.9986588955","59999.9986588955","39999.9991059303","9999.99977648258","9999.99977648258","","9999.99977648258","","29999.9993294477","19999.9995529652","29999.9993294477","79999.9982118607","159999.996423721","150000.005960464","280000.001192093","209999.993443489","70000.0002980232","70000.0002980232","79999.9982118607","939999.997615814","90000.0035762787","230000.004172325","39999.9991059303","100000.001490116","42189998.626709","-4719999.79019165","-5000000","-4820000.17166138","-12479999.5422363","-2079999.92370605","-4070000.17166138","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","13319999.6948242","23370000.8392334","32680000.3051758","48099998.4741211","37880001.0681152","35369998.9318848","30040000.9155273","29959999.0844727","42020000.4577637","33270000.4577637","29780000.6866455","32020000.4577637","47720001.2207031","24090000.1525879","54000000","47400001.5258789","54849998.4741211","68169998.1689453","114919998.168945","123580001.831055","137940002.441406","124970001.220703","109500000","153070007.324219","130809997.558594","159199996.948242","251279998.779297","282070007.324219","408559997.558594","484279998.779297","485040008.544922","477809997.558594","656890014.648438","546619995.117188","539099975.585938","678820007.324219","760099975.585938","628289978.027344","549390014.648438","519809997.558594","426079986.572266","675960021.972656","600330017.089844","762630004.882813","706659973.144531","542880004.882813","807599975.585938","438790008.544922","589159973.144531","611690002.441406","560270019.53125","545969970.703125","661719970.703125","702299987.792969","674559997.558594","791309997.558594","696450012.207031","949159973.144531","726929992.675781","",
"Brazil","BRA","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","39580001.8310547","290709991.455078","179990005.493164","185220001.220703","235490005.493164","234550003.051758","320920013.427734","180669998.168945","219669998.168945","139080001.831055","136850006.103516","120069999.694824","94430000.3051758","65099998.4741211","129809997.558594","132580001.831055","92529998.7792969","67559997.5585938","89279998.7792969","87760002.1362305","83150001.5258789","227130004.882813","177690002.441406","106720001.220703","153559997.558594","84970001.2207031","147740005.493164","293089996.337891","218750000","232399993.896484","174380004.882813","196139999.389648","-235589996.337891","197520004.272461","259869995.117188","264329986.572266","257799987.792969","229789993.286133","260609985.351563","144380004.882813","255679992.675781","252020004.272461","236410003.662109","229300003.051758","178279998.779297","217240005.493164","110199996.948242","328589996.337891","468630004.882813","374809997.558594","464779998.779297","840690002.441406","1288540039.0625","1155729980.46875","914150024.414063","1003150024.41406","674630004.882813","273890014.648438","429160003.662109","",
"Barbados","BRB","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","1600000.02384186","589999.973773956","850000.023841858","1299999.95231628","2319999.9332428","4570000.17166138","4699999.80926514","4639999.8664856","3589999.91416931","4320000.17166138","5789999.96185303","4679999.82833862","8880000.11444092","6400000.09536743","7110000.1335144","10550000.1907349","8560000.4196167","16309999.4659424","5699999.80926514","6050000.19073486","4510000.22888184","4750000","1830000.04291534","990000.009536743","2279999.97138977","2319999.9332428","1279999.97138977","4980000.01907349","2900000.09536743","509999.990463257","5730000.01907349","5840000.15258789","17180000.3051758","-589999.973773956","1799999.95231628","319999.992847443","4750000","21270000.4577637","30299999.2370605","-629999.995231628","-889999.985694885","18700000.7629395","9279999.73297119","11750000","15579999.9237061","","","","","","","","","",
"Brunei Darussalam","BRN","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","9999.99977648258","479999.989271164","730000.019073486","39999.9991059303","70000.0002980232","79999.9982118607","79999.9982118607","70000.0002980232","29999.9993294477","29999.9993294477","9999.99977648258","50000.0007450581","19999.9995529652","119999.997317791","150000.005960464","140000.000596046","109999.999403954","79999.9982118607","100000.001490116","90000.0035762787","29999.9993294477","189999.997615814","270000.010728836","439999.997615814","810000.002384186","1399999.97615814","2539999.96185303","3240000.00953674","4519999.98092651","4559999.94277954","3880000.11444092","3619999.88555908","5369999.88555908","5070000.17166138","5260000.22888184","4289999.96185303","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","9999.99977648258","9999.99977648258","159999.996423721","50000.0007450581","9999.99977648258","140000.000596046","100000.001490116","209999.993443489","140000.000596046","189999.997615814","519999.980926514","610000.014305115","2099999.90463257","3220000.02861023","2900000.09536743","3119999.88555908","4960000.03814697","8060000.4196167","9649999.61853027","11250000","12369999.8855591","16709999.0844727","20649999.6185303","36639999.3896484","36560001.373291","35900001.5258789","37090000.1525879","41450000.7629395","55360000.6103516","52919998.1689453","61740001.6784668","72419998.1689453","69459999.0844727","57099998.4741211","59340000.1525879","52439998.626709","65620002.746582","47099998.4741211","54610000.6103516","60020000.4577637","72860000.6103516","72129997.253418","78769996.6430664","92419998.1689453","95639999.3896484","79019996.6430664","101370002.746582","97239997.8637695","118650001.525879","161649993.896484","136800003.051758","130639999.389648","97279998.7792969","51599998.4741211","118540000.915527","100470001.220703","",
"Botswana","BWA","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","3430000.0667572","5460000.03814697","5239999.77111816","5329999.92370605","8869999.88555908","10300000.1907349","17879999.1607666","18260000.2288818","16739999.7711182","13359999.6566772","14199999.8092651","17649999.6185303","31409999.8474121","36069999.6948242","36450000.7629395","50939998.626709","47380001.0681152","47250000","68769996.6430664","99410003.6621094","105269996.643066","96470001.2207031","101139999.389648","103120002.746582","101930000.305176","95620002.746582","100660003.662109","154839996.337891","149800003.051758","157940002.441406","145220001.220703","131070007.324219","111260002.13623","129899993.896484","85180000.3051758","89660003.6621094","74569999.6948242","121620002.746582","106250000","60889999.3896484","30620000.8392334","28930000.3051758","37310001.373291","28049999.2370605","46610000.6103516","48270000.4577637","66610000.6103516","105069999.694824","723099975.585938","282350006.103516","154669998.168945","118500000","73069999.6948242","107370002.746582","99370002.746582","65540000.9155273","90569999.6948242","102089996.337891","82480003.3569336","",
"Central African Republic","CAF","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","29999.9993294477","419999.986886978","1139999.98569489","1980000.01907349","16790000.9155273","15779999.7329712","15659999.8474121","20569999.6948242","17290000.9155273","19809999.4659424","14380000.1144409","15550000.1907349","25649999.6185303","25600000.3814697","36580001.8310547","54750000","38689998.626709","44889999.3896484","50950000.7629395","83360000.6103516","110120002.746582","101199996.948242","89459999.0844727","92360000.6103516","131690002.441406","103849998.474121","135139999.389648","180009994.506836","204690002.441406","188759994.506836","248889999.389648","173440002.441406","177649993.896484","171740005.493164","167559997.558594","167779998.779297","169130004.882813","91550003.0517578","120620002.746582","118760002.13623","75900001.5258789","76209999.0844727","60009998.3215332","51500000","110059997.558594","88970001.2207031","133589996.337891","180009994.506836","260369995.117188","241139999.389648","260980010.986328","268769989.013672","228020004.272461","202820007.324219","611000000","486730010.986328","506609985.351563","511980010.986328","655659973.144531","",
"Canada","CAN","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9999.99977648258","7139999.8664856","141530004.501342","105819999.694824","215509994.506836","136980003.356934","79139999.3896484","79520000.4577636","126320003.509522","237689994.812012","183360004.425049","120400001.525879","119660003.662109","123459999.084473","196509994.506836","162910003.662109","241059997.558594","168830001.831055","131550003.051758","","","","","","","","","",
"Switzerland","CHE","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","17260000.2288818","123830001.831055","134910003.662109","132250000","111489997.86377","105580001.831055","123470001.220703","92919998.1689453","75860000.6103516","74620002.746582","56669998.1689453","27379999.1607666","38110000.6103516","39779998.7792969","15180000.3051758","113089996.337891","10420000.0762939","10720000.2670288","3759999.99046326","-29889999.3896484","-7550000.19073486","550000.011920929","-819999.992847443","8529999.73297119","11550000.1907349","49369998.9318848","3730000.01907349","28879999.1607666","51930000.3051758","68720001.2207031","109139999.389648","124980003.356934","136619995.117188","178720001.220703","155199996.948242","160740005.493164","196600006.103516","130729995.727539","107559997.558594","71180000.3051758","50540000.9155273","55860000.6103516","-7070000.17166138","80330001.8310547","54110000.6103516","170750000","98889999.3896484","106260002.13623","102940002.441406","75959999.0844727","181910003.662109","161199996.948242","128080001.831055","80559997.5585938","245580001.831055","54330001.8310547","178440002.441406","70110000.6103516","","",
"China","CHN","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","16850000.3814697","65500000","475899993.896484","523380004.882813","668799987.792969","797479980.46875","938750000","1095140014.64844","1377290039.0625","1916119995.11719","2067250000","2030599975.58594","1918750000","2988260009.76563","3202379882.8125","3132290039.0625","3463699951.17188","2655899902.34375","2060830078.125","2456879882.8125","2407000000","1749020019.53125","1497660034.17969","1511520019.53125","1361550048.82813","1709949951.17188","1798339965.82031","1268520019.53125","1453219970.70313","1305540039.0625","1141390014.64844","671890014.648438","-603609985.351563","-180529998.779297","-656549987.792969","-947070007.324219","-306290008.544922","-791429992.675781","-989940002.441406","-737039978.027344","",
"Cote d'Ivoire","CIV","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","129999.995231628","3369999.88555908","9000000","8649999.61853027","39009998.3215332","38619998.9318848","35950000.7629395","34020000.4577637","44840000.1525879","49659999.8474121","52580001.8310547","51069999.6948242","48279998.7792969","63319999.6948242","75620002.746582","99680000.3051758","107449996.948242","103949996.948242","129550003.051758","159919998.168945","209800003.051758","123050003.051758","136429992.675781","155320007.324219","122989997.86377","117360000.610352","174419998.168945","240479995.727539","424730010.986328","394559997.558594","686400024.414063","629900024.414063","755700012.207031","763630004.882813","1593699951.17188","1212439941.40625","964770019.53125","447000000","967270019.53125","447779998.779297","350920013.427734","186080001.831055","1067500000","253699996.948242","160710006.713867","91279998.7792969","247139999.389648","171080001.831055","584630004.882813","2403010009.76563","845309997.558594","1437709960.9375","2908350097.65625","1273459960.9375","925039978.027344","651669982.910156","615789978.027344","828919982.910156","953700012.207031","",
